team_name,opponent,startdate,match_format,ground,match_result,margin,toss,batting,runs,wickets,overs_played,runs_avg_per_over
India,England,2004-09-03,ODI,The Oval,lost,70 runs,won,2nd,237.0,10.0,46.3,5.09
England,Zimbabwe,2004-09-10,ODI,Birmingham,won,152 runs,lost,1st,299.0,7.0,50.0,5.98
Zimbabwe,England,2004-09-10,ODI,Birmingham,lost,152 runs,won,2nd,147.0,10.0,39.0,3.76
New Zealand,U.S.A.,2004-09-10,ODI,The Oval,won,210 runs,lost,1st,347.0,4.0,50.0,6.94
U.S.A.,New Zealand,2004-09-10,ODI,The Oval,lost,210 runs,won,2nd,137.0,10.0,42.4,3.21
India,Kenya,2004-09-11,ODI,Southampton,won,98 runs,lost,1st,290.0,4.0,50.0,5.8
Kenya,India,2004-09-11,ODI,Southampton,lost,98 runs,won,2nd,192.0,7.0,50.0,3.84
Bangladesh,South Africa,2004-09-12,ODI,Birmingham,lost,9 wickets,won,1st,93.0,10.0,31.3,2.95
South Africa,Bangladesh,2004-09-12,ODI,Birmingham,won,9 wickets,lost,2nd,94.0,1.0,17.5,5.27
U.S.A.,Australia,2004-09-13,ODI,Southampton,lost,9 wickets,lost,1st,65.0,10.0,24.0,2.7
Australia,U.S.A.,2004-09-13,ODI,Southampton,won,9 wickets,won,2nd,66.0,1.0,7.5,8.42
Zimbabwe,Sri Lanka,2004-09-14,ODI,The Oval,lost,4 wickets,lost,1st,191.0,10.0,49.1,3.88
Sri Lanka,Zimbabwe,2004-09-14,ODI,The Oval,won,4 wickets,won,2nd,195.0,6.0,43.5,4.44
Kenya,Pakistan,2004-09-14,ODI,Birmingham,lost,7 wickets,lost,1st,94.0,10.0,32.0,2.93
Pakistan,Kenya,2004-09-14,ODI,Birmingham,won,7 wickets,won,2nd,95.0,3.0,18.4,5.08
West Indies,Bangladesh,2004-09-15,ODI,Southampton,won,138 runs,lost,1st,269.0,3.0,50.0,5.38
Bangladesh,West Indies,2004-09-15,ODI,Southampton,lost,138 runs,won,2nd,131.0,10.0,39.3,3.31
New Zealand,Australia,2004-09-16,ODI,The Oval,lost,7 wickets,lost,1st,198.0,9.0,50.0,3.96
Australia,New Zealand,2004-09-16,ODI,The Oval,won,7 wickets,won,2nd,199.0,3.0,37.2,5.33
England,Sri Lanka,2004-09-17,ODI,Southampton,won,49 runs,lost,1st,251.0,7.0,50.0,5.02
Sri Lanka,England,2004-09-17,ODI,Southampton,lost,49 runs,won,2nd,95.0,5.0,24.0,3.95
South Africa,West Indies,2004-09-18,ODI,The Oval,lost,5 wickets,lost,1st,246.0,6.0,50.0,4.92
West Indies,South Africa,2004-09-18,ODI,The Oval,won,5 wickets,won,2nd,249.0,5.0,48.5,5.09
India,Pakistan,2004-09-19,ODI,Birmingham,lost,3 wickets,lost,1st,200.0,10.0,49.5,4.01
Pakistan,India,2004-09-19,ODI,Birmingham,won,3 wickets,won,2nd,201.0,7.0,49.2,4.07
Australia,England,2004-09-21,ODI,Birmingham,lost,6 wickets,lost,1st,259.0,9.0,50.0,5.18
England,Australia,2004-09-21,ODI,Birmingham,won,6 wickets,won,2nd,262.0,4.0,46.3,5.63
Pakistan,West Indies,2004-09-22,ODI,Southampton,lost,7 wickets,won,1st,131.0,10.0,38.2,3.41
West Indies,Pakistan,2004-09-22,ODI,Southampton,won,7 wickets,lost,2nd,132.0,3.0,28.1,4.68
England,West Indies,2004-09-25,ODI,The Oval,lost,2 wickets,lost,1st,217.0,10.0,49.4,4.36
West Indies,England,2004-09-25,ODI,The Oval,won,2 wickets,won,2nd,218.0,8.0,48.5,4.46
Pakistan,Zimbabwe,2004-09-30,ODI,Multan,won,144 runs,won,1st,292.0,7.0,50.0,5.84
Zimbabwe,Pakistan,2004-09-30,ODI,Multan,lost,144 runs,lost,2nd,148.0,10.0,38.3,3.84
Zimbabwe,Pakistan,2004-10-03,ODI,Peshawar,lost,3 wickets,lost,1st,252.0,4.0,50.0,5.04
Pakistan,Zimbabwe,2004-10-03,ODI,Peshawar,won,3 wickets,won,2nd,258.0,7.0,48.1,5.35
Sri Lanka,Pakistan,2004-10-06,ODI,Karachi,lost,8 wickets,won,1st,232.0,9.0,50.0,4.64
Pakistan,Sri Lanka,2004-10-06,ODI,Karachi,won,8 wickets,lost,2nd,233.0,2.0,48.4,4.78
Zimbabwe,Sri Lanka,2004-10-09,ODI,Rawalpindi,lost,7 wickets,lost,1st,104.0,10.0,33.0,3.15
Sri Lanka,Zimbabwe,2004-10-09,ODI,Rawalpindi,won,7 wickets,won,2nd,108.0,3.0,18.1,5.94
Sri Lanka,Pakistan,2004-10-14,ODI,Lahore,lost,6 wickets,lost,1st,293.0,6.0,50.0,5.86
Pakistan,Sri Lanka,2004-10-14,ODI,Lahore,won,6 wickets,won,2nd,297.0,4.0,48.5,6.08
Sri Lanka,Pakistan,2004-10-16,ODI,Lahore,won,119 runs,lost,1st,287.0,7.0,50.0,5.74
Pakistan,Sri Lanka,2004-10-16,ODI,Lahore,lost,119 runs,won,2nd,168.0,10.0,38.0,4.42
New Zealand,Bangladesh,2004-11-02,ODI,Chattogram,won,138 runs,won,1st,224.0,10.0,49.2,4.54
Bangladesh,New Zealand,2004-11-02,ODI,Chattogram,lost,138 runs,lost,2nd,86.0,10.0,31.5,2.7
Bangladesh,New Zealand,2004-11-05,ODI,Dhaka,lost,3 wickets,won,1st,146.0,10.0,43.4,3.34
Oman,Nepal,2022-02-18,T20I,Al Amerat,lost,39 runs,won,2nd,78.0,10.0,17.0,4.58
New Zealand,Bangladesh,2004-11-05,ODI,Dhaka,won,3 wickets,lost,2nd,148.0,7.0,44.4,3.31
New Zealand,Bangladesh,2004-11-07,ODI,Dhaka,won,83 runs,won,1st,250.0,7.0,50.0,5.0
Bangladesh,New Zealand,2004-11-07,ODI,Dhaka,lost,83 runs,lost,2nd,167.0,7.0,50.0,3.34
India,Pakistan,2004-11-13,ODI,Eden Gardens,lost,6 wickets,won,1st,292.0,6.0,50.0,5.84
Pakistan,India,2004-11-13,ODI,Eden Gardens,won,6 wickets,lost,2nd,293.0,4.0,49.0,5.97
Zimbabwe,England,2004-11-28,ODI,Harare,lost,5 wickets,lost,1st,195.0,10.0,49.3,3.93
England,Zimbabwe,2004-11-28,ODI,Harare,won,5 wickets,won,2nd,197.0,5.0,47.4,4.13
England,Zimbabwe,2004-12-01,ODI,Harare,won,161 runs,won,1st,263.0,6.0,50.0,5.26
Zimbabwe,England,2004-12-01,ODI,Harare,lost,161 runs,lost,2nd,102.0,10.0,36.0,2.83
Zimbabwe,England,2004-12-04,ODI,Bulawayo,lost,8 wickets,won,1st,238.0,7.0,50.0,4.76
England,Zimbabwe,2004-12-04,ODI,Bulawayo,won,8 wickets,lost,2nd,239.0,2.0,43.1,5.53
Australia,New Zealand,2004-12-05,ODI,Melbourne (Docklands),lost,4 wickets,lost,1st,246.0,9.0,50.0,4.92
New Zealand,Australia,2004-12-05,ODI,Melbourne (Docklands),won,4 wickets,won,2nd,247.0,6.0,49.4,4.97
England,Zimbabwe,2004-12-05,ODI,Bulawayo,won,74 runs,won,1st,261.0,6.0,50.0,5.22
Zimbabwe,England,2004-12-05,ODI,Bulawayo,lost,74 runs,lost,2nd,187.0,10.0,48.4,3.84
Australia,New Zealand,2004-12-08,ODI,Sydney,won,17 runs,won,1st,261.0,7.0,50.0,5.22
New Zealand,Australia,2004-12-08,ODI,Sydney,lost,17 runs,lost,2nd,244.0,10.0,47.1,5.17
India,Bangladesh,2004-12-23,ODI,Chattogram,won,11 runs,lost,1st,245.0,8.0,50.0,4.9
Bangladesh,India,2004-12-23,ODI,Chattogram,lost,11 runs,won,2nd,234.0,8.0,50.0,4.68
Sri Lanka,New Zealand,2004-12-26,ODI,Auckland,lost,7 wickets,lost,1st,141.0,10.0,42.0,3.35
New Zealand,Sri Lanka,2004-12-26,ODI,Auckland,won,7 wickets,won,2nd,144.0,3.0,33.0,4.36
Bangladesh,India,2004-12-26,ODI,Dhaka,won,15 runs,won,1st,229.0,9.0,50.0,4.58
India,Bangladesh,2004-12-26,ODI,Dhaka,lost,15 runs,lost,2nd,214.0,10.0,47.5,4.47
India,Bangladesh,2004-12-27,ODI,Dhaka,won,91 runs,won,1st,348.0,5.0,50.0,6.96
Bangladesh,India,2004-12-27,ODI,Dhaka,lost,91 runs,lost,2nd,257.0,9.0,50.0,5.14
ICC World XI,Asia XI,2005-01-10,ODI,Melbourne,won,112 runs,won,1st,344.0,8.0,50.0,6.88
Asia XI,ICC World XI,2005-01-10,ODI,Melbourne,lost,112 runs,lost,2nd,232.0,10.0,39.5,5.82
Australia,West Indies,2005-01-14,ODI,Melbourne,won,116 runs,won,1st,301.0,4.0,50.0,6.02
West Indies,Australia,2005-01-14,ODI,Melbourne,lost,116 runs,lost,2nd,185.0,10.0,46.2,3.99
Pakistan,Australia,2005-01-16,ODI,Hobart,lost,4 wickets,won,1st,272.0,7.0,50.0,5.44
Australia,Pakistan,2005-01-16,ODI,Hobart,won,4 wickets,lost,2nd,253.0,6.0,43.0,5.88
West Indies,Pakistan,2005-01-19,ODI,Brisbane,lost,6 wickets,lost,1st,273.0,5.0,50.0,5.46
Pakistan,West Indies,2005-01-19,ODI,Brisbane,won,6 wickets,won,2nd,274.0,4.0,47.0,5.82
Zimbabwe,Bangladesh,2005-01-20,ODI,Dhaka,won,22 runs,won,1st,251.0,8.0,50.0,5.02
Bangladesh,Zimbabwe,2005-01-20,ODI,Dhaka,lost,22 runs,lost,2nd,229.0,10.0,48.1,4.75
Pakistan,Australia,2005-01-23,ODI,Sydney,lost,9 wickets,lost,1st,163.0,10.0,39.2,4.14
Australia,Pakistan,2005-01-23,ODI,Sydney,won,9 wickets,won,2nd,167.0,1.0,36.2,4.59
Zimbabwe,Bangladesh,2005-01-24,ODI,Chattogram,won,31 runs,won,1st,237.0,5.0,50.0,4.74
Bangladesh,Zimbabwe,2005-01-24,ODI,Chattogram,lost,31 runs,lost,2nd,206.0,10.0,47.1,4.36
Bangladesh,Zimbabwe,2005-01-26,ODI,Chattogram,won,40 runs,won,1st,244.0,9.0,50.0,4.88
Zimbabwe,Bangladesh,2005-01-26,ODI,Chattogram,lost,40 runs,lost,2nd,204.0,10.0,47.5,4.26
Australia,West Indies,2005-01-26,ODI,Adelaide,won,73 runs,won,1st,269.0,8.0,50.0,5.38
West Indies,Australia,2005-01-26,ODI,Adelaide,lost,73 runs,lost,2nd,196.0,10.0,44.5,4.37
West Indies,Pakistan,2005-01-28,ODI,Adelaide,won,58 runs,lost,1st,339.0,4.0,50.0,6.78
Pakistan,West Indies,2005-01-28,ODI,Adelaide,lost,58 runs,won,2nd,281.0,9.0,50.0,5.62
Bangladesh,Zimbabwe,2005-01-29,ODI,Dhaka,won,58 runs,won,1st,247.0,9.0,50.0,4.94
Zimbabwe,Bangladesh,2005-01-29,ODI,Dhaka,lost,58 runs,lost,2nd,189.0,10.0,47.2,3.99
Australia,Pakistan,2005-01-30,ODI,W.A.C.A,lost,3 wickets,won,1st,265.0,10.0,50.0,5.3
Pakistan,Australia,2005-01-30,ODI,W.A.C.A,won,3 wickets,lost,2nd,268.0,7.0,47.2,5.66
South Africa,England,2005-01-30,ODI,Johannesburg,lost,26 runs,lost,1st,175.0,9.0,50.0,3.5
England,South Africa,2005-01-30,ODI,Johannesburg,won,26 runs,won,2nd,103.0,3.0,25.1,4.09
Zimbabwe,Bangladesh,2005-01-31,ODI,Dhaka,lost,8 wickets,won,1st,198.0,10.0,49.0,4.04
Bangladesh,Zimbabwe,2005-01-31,ODI,Dhaka,won,8 wickets,lost,2nd,202.0,2.0,33.0,6.12
Pakistan,West Indies,2005-02-01,ODI,W.A.C.A,won,30 runs,lost,1st,307.0,8.0,50.0,6.14
West Indies,Pakistan,2005-02-01,ODI,W.A.C.A,lost,30 runs,won,2nd,277.0,10.0,48.1,5.75
England,South Africa,2005-02-02,ODI,Bloemfontein,tied,-,lost,1st,270.0,5.0,50.0,5.4
South Africa,England,2005-02-02,ODI,Bloemfontein,tied,-,won,2nd,270.0,8.0,50.0,5.4
Australia,Pakistan,2005-02-04,ODI,Melbourne,won,18 runs,won,1st,237.0,10.0,49.0,4.83
Pakistan,Australia,2005-02-04,ODI,Melbourne,lost,18 runs,lost,2nd,219.0,9.0,50.0,4.38
England,South Africa,2005-02-04,ODI,Gqeberha,lost,3 wickets,won,1st,267.0,8.0,50.0,5.34
South Africa,England,2005-02-04,ODI,Gqeberha,won,3 wickets,lost,2nd,270.0,7.0,49.1,5.49
Australia,Pakistan,2005-02-06,ODI,Sydney,won,31 runs,won,1st,239.0,9.0,50.0,4.78
Pakistan,Australia,2005-02-06,ODI,Sydney,lost,31 runs,lost,2nd,208.0,10.0,45.4,4.55
South Africa,England,2005-02-06,ODI,Cape Town,won,108 runs,lost,1st,291.0,5.0,50.0,5.82
England,South Africa,2005-02-06,ODI,Cape Town,lost,108 runs,won,2nd,183.0,10.0,41.2,4.42
South Africa,England,2005-02-09,ODI,East London,won,7 runs,won,1st,311.0,7.0,50.0,6.22
England,South Africa,2005-02-09,ODI,East London,lost,7 runs,lost,2nd,304.0,8.0,50.0,6.08
England,South Africa,2005-02-13,ODI,Centurion,lost,3 wickets,lost,1st,240.0,10.0,49.5,4.81
South Africa,England,2005-02-13,ODI,Centurion,won,3 wickets,won,2nd,241.0,7.0,49.0,4.91
Australia,New Zealand,2005-02-19,ODI,Wellington,won,10 runs,won,1st,236.0,7.0,50.0,4.72
New Zealand,Australia,2005-02-19,ODI,Wellington,lost,10 runs,lost,2nd,226.0,10.0,48.4,4.64
Australia,New Zealand,2005-02-22,ODI,Christchurch,won,106 runs,lost,1st,314.0,6.0,50.0,6.28
New Zealand,Australia,2005-02-22,ODI,Christchurch,lost,106 runs,won,2nd,208.0,10.0,40.4,5.11
South Africa,Zimbabwe,2005-02-25,ODI,Johannesburg,won,165 runs,lost,1st,301.0,7.0,50.0,6.02
Zimbabwe,South Africa,2005-02-25,ODI,Johannesburg,lost,165 runs,won,2nd,136.0,10.0,37.2,3.64
Australia,New Zealand,2005-02-26,ODI,Auckland,won,86 runs,won,1st,264.0,5.0,50.0,5.28
New Zealand,Australia,2005-02-26,ODI,Auckland,lost,86 runs,lost,2nd,178.0,10.0,41.5,4.25
South Africa,Zimbabwe,2005-02-27,ODI,Durban,won,131 runs,lost,1st,329.0,6.0,50.0,6.58
Zimbabwe,South Africa,2005-02-27,ODI,Durban,lost,131 runs,won,2nd,198.0,7.0,50.0,3.96
New Zealand,Australia,2005-03-01,ODI,Wellington,lost,7 wickets,lost,1st,233.0,10.0,49.5,4.67
Australia,New Zealand,2005-03-01,ODI,Wellington,won,7 wickets,won,2nd,236.0,3.0,34.2,6.87
Zimbabwe,South Africa,2005-03-02,ODI,Gqeberha,lost,5 wickets,won,1st,206.0,8.0,50.0,4.12
South Africa,Zimbabwe,2005-03-02,ODI,Gqeberha,won,5 wickets,lost,2nd,207.0,5.0,46.3,4.45
Australia,New Zealand,2005-03-05,ODI,Napier,won,122 runs,lost,1st,347.0,5.0,50.0,6.94
New Zealand,Australia,2005-03-05,ODI,Napier,lost,122 runs,won,2nd,225.0,8.0,50.0,4.5
India,Pakistan,2005-04-02,ODI,Kochi,won,87 runs,won,1st,281.0,8.0,50.0,5.62
Pakistan,India,2005-04-02,ODI,Kochi,lost,87 runs,lost,2nd,194.0,10.0,45.2,4.27
India,Pakistan,2005-04-05,ODI,Visakhapatnam,won,58 runs,won,1st,356.0,9.0,50.0,7.12
Pakistan,India,2005-04-05,ODI,Visakhapatnam,lost,58 runs,lost,2nd,298.0,10.0,44.1,6.74
Pakistan,India,2005-04-09,ODI,Jamshedpur,won,106 runs,won,1st,319.0,9.0,50.0,6.38
India,Pakistan,2005-04-09,ODI,Jamshedpur,lost,106 runs,lost,2nd,213.0,10.0,41.4,5.11
India,Pakistan,2005-04-12,ODI,Ahmedabad,lost,3 wickets,won,1st,315.0,6.0,48.0,6.56
Pakistan,India,2005-04-12,ODI,Ahmedabad,won,3 wickets,lost,2nd,319.0,7.0,48.0,6.64
India,Pakistan,2005-04-15,ODI,Kanpur,lost,5 wickets,won,1st,249.0,6.0,50.0,4.98
Pakistan,India,2005-04-15,ODI,Kanpur,won,5 wickets,lost,2nd,252.0,5.0,42.1,5.97
Pakistan,India,2005-04-17,ODI,Delhi,won,159 runs,won,1st,303.0,8.0,50.0,6.06
India,Pakistan,2005-04-17,ODI,Delhi,lost,159 runs,lost,2nd,144.0,10.0,37.0,3.89
West Indies,South Africa,2005-05-07,ODI,Kingston,lost,8 wickets,won,1st,253.0,10.0,48.5,5.18
South Africa,West Indies,2005-05-07,ODI,Kingston,won,8 wickets,lost,2nd,255.0,2.0,45.0,5.66
West Indies,South Africa,2005-05-08,ODI,Kingston,lost,8 wickets,lost,1st,152.0,7.0,50.0,3.04
South Africa,West Indies,2005-05-08,ODI,Kingston,won,8 wickets,won,2nd,124.0,2.0,26.4,4.65
South Africa,West Indies,2005-05-11,ODI,Bridgetown,won,1 runs,lost,1st,284.0,6.0,50.0,5.68
West Indies,South Africa,2005-05-11,ODI,Bridgetown,lost,1 runs,won,2nd,283.0,10.0,49.5,5.67
West Indies,South Africa,2005-05-14,ODI,Port of Spain,lost,6 wickets,lost,1st,231.0,8.0,50.0,4.62
South Africa,West Indies,2005-05-14,ODI,Port of Spain,won,6 wickets,won,2nd,232.0,4.0,46.5,4.95
West Indies,South Africa,2005-05-15,ODI,Port of Spain,lost,7 wickets,lost,1st,138.0,7.0,20.0,6.9
South Africa,West Indies,2005-05-15,ODI,Port of Spain,won,7 wickets,won,2nd,141.0,3.0,19.1,7.35
Pakistan,West Indies,2005-05-18,ODI,Kingstown,won,59 runs,lost,1st,192.0,10.0,44.3,4.31
West Indies,Pakistan,2005-05-18,ODI,Kingstown,lost,59 runs,won,2nd,133.0,10.0,45.2,2.93
Pakistan,West Indies,2005-05-21,ODI,Gros Islet,won,40 runs,won,1st,258.0,8.0,50.0,5.16
West Indies,Pakistan,2005-05-21,ODI,Gros Islet,lost,40 runs,lost,2nd,218.0,10.0,48.2,4.51
Pakistan,West Indies,2005-05-22,ODI,Gros Islet,won,22 runs,lost,1st,303.0,6.0,50.0,6.06
West Indies,Pakistan,2005-05-22,ODI,Gros Islet,lost,22 runs,won,2nd,281.0,10.0,49.3,5.67
Bangladesh,England,2005-06-16,ODI,The Oval,lost,10 wickets,lost,1st,190.0,10.0,45.2,4.19
England,Bangladesh,2005-06-16,ODI,The Oval,won,10 wickets,won,2nd,192.0,0.0,24.5,7.73
Australia,Bangladesh,2005-06-18,ODI,Cardiff,lost,5 wickets,won,1st,249.0,5.0,50.0,4.98
Bangladesh,Australia,2005-06-18,ODI,Cardiff,won,5 wickets,lost,2nd,250.0,5.0,49.2,5.06
Australia,England,2005-06-19,ODI,Bristol,lost,3 wickets,won,1st,252.0,9.0,50.0,5.04
England,Australia,2005-06-19,ODI,Bristol,won,3 wickets,lost,2nd,253.0,7.0,47.3,5.32
England,Bangladesh,2005-06-21,ODI,Nottingham,won,168 runs,won,1st,391.0,4.0,50.0,7.82
Bangladesh,England,2005-06-21,ODI,Nottingham,lost,168 runs,lost,2nd,223.0,10.0,45.2,4.91
England,Australia,2005-06-23,ODI,Chester-le-Street,lost,57 runs,won,2nd,209.0,9.0,50.0,4.18
Bangladesh,Australia,2005-06-25,ODI,Manchester,lost,10 wickets,lost,1st,139.0,10.0,35.2,3.93
Australia,Bangladesh,2005-06-25,ODI,Manchester,won,10 wickets,won,2nd,140.0,0.0,19.0,7.36
Bangladesh,England,2005-06-26,ODI,Leeds,lost,5 wickets,won,1st,208.0,7.0,50.0,4.16
England,Bangladesh,2005-06-26,ODI,Leeds,won,5 wickets,lost,2nd,209.0,5.0,38.5,5.38
Bangladesh,Australia,2005-06-30,ODI,Canterbury,lost,6 wickets,lost,1st,250.0,8.0,50.0,5.0
Australia,Bangladesh,2005-06-30,ODI,Canterbury,won,6 wickets,won,2nd,254.0,4.0,48.1,5.27
Australia,England,2005-07-07,ODI,Leeds,lost,9 wickets,lost,1st,219.0,7.0,50.0,4.38
England,Australia,2005-07-07,ODI,Leeds,won,9 wickets,won,2nd,221.0,1.0,46.0,4.8
England,Australia,2005-07-12,ODI,The Oval,lost,8 wickets,lost,1st,228.0,7.0,50.0,4.56
Australia,England,2005-07-12,ODI,The Oval,won,8 wickets,won,2nd,229.0,2.0,34.5,6.57
India,Sri Lanka,2005-07-30,ODI,Dambulla,lost,3 wickets,won,1st,205.0,9.0,50.0,4.1
Sri Lanka,India,2005-07-30,ODI,Dambulla,won,3 wickets,lost,2nd,209.0,7.0,48.2,4.32
West Indies,India,2005-07-31,ODI,Dambulla,lost,6 wickets,won,1st,178.0,10.0,47.4,3.73
India,West Indies,2005-07-31,ODI,Dambulla,won,6 wickets,lost,2nd,180.0,4.0,36.0,5.0
Sri Lanka,West Indies,2005-08-02,ODI,Dambulla,won,50 runs,won,1st,241.0,6.0,50.0,4.82
West Indies,Sri Lanka,2005-08-02,ODI,Dambulla,lost,50 runs,lost,2nd,191.0,10.0,45.1,4.22
India,Sri Lanka,2005-08-03,ODI,Dambulla,lost,4 wickets,won,1st,220.0,8.0,50.0,4.4
Sri Lanka,India,2005-08-03,ODI,Dambulla,won,4 wickets,lost,2nd,221.0,6.0,48.0,4.6
West Indies,Sri Lanka,2005-08-06,ODI,Colombo (RPS),won,33 runs,won,1st,226.0,7.0,50.0,4.52
Sri Lanka,West Indies,2005-08-06,ODI,Colombo (RPS),lost,33 runs,lost,2nd,193.0,10.0,47.0,4.1
India,West Indies,2005-08-07,ODI,Colombo (RPS),won,7 runs,won,1st,262.0,4.0,50.0,5.24
West Indies,India,2005-08-07,ODI,Colombo (RPS),lost,7 runs,lost,2nd,255.0,9.0,50.0,5.1
Sri Lanka,India,2005-08-09,ODI,Colombo (RPS),won,18 runs,won,1st,281.0,9.0,50.0,5.62
India,Sri Lanka,2005-08-09,ODI,Colombo (RPS),lost,18 runs,lost,2nd,263.0,9.0,50.0,5.26
Africa XI,Asia XI,2005-08-17,ODI,Centurion,won,2 runs,lost,1st,198.0,10.0,44.3,4.44
Asia XI,Africa XI,2005-08-17,ODI,Centurion,lost,2 runs,won,2nd,196.0,10.0,48.1,4.06
Asia XI,Africa XI,2005-08-20,ODI,Durban,won,17 runs,won,1st,267.0,7.0,50.0,5.34
Africa XI,Asia XI,2005-08-20,ODI,Durban,lost,17 runs,lost,2nd,250.0,10.0,49.2,5.06
New Zealand,Zimbabwe,2005-08-24,ODI,Bulawayo,won,192 runs,lost,1st,397.0,5.0,44.0,9.02
Zimbabwe,New Zealand,2005-08-24,ODI,Bulawayo,lost,192 runs,won,2nd,205.0,10.0,43.0,4.76
New Zealand,India,2005-08-26,ODI,Bulawayo,won,51 runs,won,1st,215.0,10.0,43.1,4.98
India,New Zealand,2005-08-26,ODI,Bulawayo,lost,51 runs,lost,2nd,164.0,10.0,37.2,4.39
India,Zimbabwe,2005-08-29,ODI,Harare,won,161 runs,lost,1st,226.0,6.0,50.0,4.52
Zimbabwe,India,2005-08-29,ODI,Harare,lost,161 runs,won,2nd,65.0,10.0,24.3,2.65
Sri Lanka,Bangladesh,2005-08-31,ODI,Colombo (SSC),won,88 runs,lost,1st,269.0,9.0,50.0,5.38
Bangladesh,Sri Lanka,2005-08-31,ODI,Colombo (SSC),lost,88 runs,won,2nd,181.0,9.0,50.0,3.62
New Zealand,Zimbabwe,2005-08-31,ODI,Harare,won,27 runs,won,1st,238.0,10.0,49.1,4.84
Zimbabwe,New Zealand,2005-08-31,ODI,Harare,lost,27 runs,lost,2nd,211.0,10.0,49.0,4.3
Sri Lanka,Bangladesh,2005-09-02,ODI,Colombo (RPS),won,75 runs,lost,1st,295.0,5.0,50.0,5.9
Bangladesh,Sri Lanka,2005-09-02,ODI,Colombo (RPS),lost,75 runs,won,2nd,220.0,6.0,50.0,4.4
New Zealand,India,2005-09-02,ODI,Harare,lost,6 wickets,won,1st,278.0,9.0,50.0,5.56
India,New Zealand,2005-09-02,ODI,Harare,won,6 wickets,lost,2nd,279.0,4.0,47.3,5.87
Bangladesh,Sri Lanka,2005-09-04,ODI,Colombo (RPS),lost,6 wickets,lost,1st,108.0,10.0,38.2,2.81
Sri Lanka,Bangladesh,2005-09-04,ODI,Colombo (RPS),won,6 wickets,won,2nd,106.0,4.0,21.2,4.96
Zimbabwe,India,2005-09-04,ODI,Harare,lost,4 wickets,lost,1st,250.0,10.0,50.0,5.0
India,Zimbabwe,2005-09-04,ODI,Harare,won,4 wickets,won,2nd,255.0,6.0,48.1,5.29
India,New Zealand,2005-09-06,ODI,Harare,lost,6 wickets,won,1st,276.0,10.0,49.3,5.57
New Zealand,India,2005-09-06,ODI,Harare,won,6 wickets,lost,2nd,278.0,4.0,48.1,5.77
Australia,ICC World XI,2005-10-05,ODI,Melbourne (Docklands),won,93 runs,won,1st,255.0,8.0,50.0,5.1
ICC World XI,Australia,2005-10-05,ODI,Melbourne (Docklands),lost,93 runs,lost,2nd,162.0,10.0,41.3,3.9
Australia,ICC World XI,2005-10-07,ODI,Melbourne (Docklands),won,55 runs,won,1st,328.0,4.0,50.0,6.56
ICC World XI,Australia,2005-10-07,ODI,Melbourne (Docklands),lost,55 runs,lost,2nd,273.0,10.0,45.3,6.0
Australia,ICC World XI,2005-10-09,ODI,Melbourne (Docklands),won,156 runs,won,1st,293.0,5.0,50.0,5.86
ICC World XI,Australia,2005-10-09,ODI,Melbourne (Docklands),lost,156 runs,lost,2nd,137.0,10.0,27.5,4.92
New Zealand,South Africa,2005-10-23,ODI,Bloemfontein,lost,2 wickets,won,1st,249.0,8.0,50.0,4.98
South Africa,New Zealand,2005-10-23,ODI,Bloemfontein,won,2 wickets,lost,2nd,250.0,8.0,49.3,5.05
India,Sri Lanka,2005-10-25,ODI,Nagpur,won,152 runs,won,1st,350.0,6.0,50.0,7.0
Sri Lanka,India,2005-10-25,ODI,Nagpur,lost,152 runs,lost,2nd,198.0,10.0,35.4,5.55
Sri Lanka,India,2005-10-28,ODI,Mohali,lost,8 wickets,lost,1st,122.0,10.0,35.4,3.42
India,Sri Lanka,2005-10-28,ODI,Mohali,won,8 wickets,won,2nd,123.0,2.0,20.2,6.04
South Africa,New Zealand,2005-10-28,ODI,Cape Town,won,19 runs,won,1st,201.0,9.0,50.0,4.02
New Zealand,South Africa,2005-10-28,ODI,Cape Town,lost,19 runs,lost,2nd,182.0,10.0,47.5,3.8
New Zealand,South Africa,2005-10-30,ODI,Gqeberha,lost,4 wickets,lost,1st,243.0,9.0,50.0,4.86
South Africa,New Zealand,2005-10-30,ODI,Gqeberha,won,4 wickets,won,2nd,245.0,6.0,49.2,4.96
Sri Lanka,India,2005-10-31,ODI,Jaipur,lost,6 wickets,won,1st,298.0,4.0,50.0,5.96
India,Sri Lanka,2005-10-31,ODI,Jaipur,won,6 wickets,lost,2nd,303.0,4.0,46.1,6.56
Sri Lanka,India,2005-11-03,ODI,Pune,lost,4 wickets,lost,1st,261.0,10.0,49.5,5.23
India,Sri Lanka,2005-11-03,ODI,Pune,won,4 wickets,won,2nd,262.0,6.0,45.4,5.73
New Zealand,South Africa,2005-11-06,ODI,Centurion,lost,5 wickets,lost,1st,215.0,10.0,49.3,4.34
South Africa,New Zealand,2005-11-06,ODI,Centurion,won,5 wickets,won,2nd,140.0,5.0,28.1,4.97
India,Sri Lanka,2005-11-06,ODI,Ahmedabad,lost,5 wickets,lost,1st,285.0,8.0,50.0,5.7
Sri Lanka,India,2005-11-06,ODI,Ahmedabad,won,5 wickets,won,2nd,286.0,5.0,47.4,6.0
Sri Lanka,India,2005-11-09,ODI,Rajkot,lost,7 wickets,lost,1st,196.0,10.0,42.5,4.57
